,Age,Job,Marital Status,Education,Credit,Balance (euros),Housing Loan,Personal Loan,Contact,Last Contact Day,Last Contact Month,Last Contact Duration,Campaign,Pdays,Previous,Poutcome,Subscription
17442,27.0,entrepreneur,married,tertiary,no,59.0,no,,cellular,28,jul,306.0,6,-1.0,0,unknown,1
17443,33.0,blue-collar,married,secondary,no,0.0,yes,,cellular,28,jul,83.0,12,-1.0,0,unknown,1
17444,32.0,management,married,,no,128.0,yes,no,cellular,28,jul,,3,-1.0,0,unknown,1
17445,56.0,,married,secondary,no,124.0,yes,no,cellular,28,jul,341.0,12,-1.0,0,unknown,1
17446,33.0,admin.,married,secondary,no,2.0,yes,yes,cellular,28,jul,85.0,12,-1.0,0,unknown,1
17447,26.0,blue-collar,single,secondary,no,18.0,,,cellular,28,jul,,3,-1.0,0,unknown,1
17448,35.0,admin.,married,tertiary,no,0.0,yes,no,cellular,28,jul,151.0,7,-1.0,0,unknown,1
17449,26.0,unemployed,single,,no,102.0,no,no,cellular,28,jul,377.0,2,-1.0,0,unknown,1
17450,29.0,entrepreneur,married,secondary,no,65.0,yes,,cellular,28,jul,19.0,14,-1.0,0,unknown,1
17451,32.0,admin.,married,secondary,,48.0,yes,no,cellular,28,jul,76.0,3,,0,unknown,1
17452,26.0,admin.,,secondary,no,1690.0,no,yes,cellular,28,jul,408.0,3,-1.0,0,unknown,1
17453,,technician,married,secondary,no,0.0,no,no,cellular,28,jul,240.0,3,-1.0,0,unknown,1
17454,33.0,management,married,tertiary,no,1206.0,,no,cellular,28,jul,72.0,6,-1.0,0,unknown,1
17455,50.0,admin.,single,secondary,,133.0,,,cellular,28,jul,890.0,4,-1.0,0,unknown,2
17456,,housemaid,single,unknown,no,0.0,no,,telephone,28,jul,,8,-1.0,0,unknown,1
17457,36.0,management,,tertiary,no,13315.0,no,no,cellular,28,jul,43.0,8,-1.0,0,unknown,1
17458,48.0,blue-collar,married,secondary,no,387.0,yes,no,telephone,28,jul,76.0,18,-1.0,0,unknown,1
17459,41.0,housemaid,married,secondary,no,12.0,no,yes,cellular,28,jul,472.0,3,-1.0,0,unknown,1
17460,55.0,management,married,tertiary,no,655.0,no,no,cellular,28,jul,167.0,6,-1.0,0,unknown,1
17461,34.0,services,married,,,254.0,yes,no,cellular,28,jul,276.0,2,-1.0,0,unknown,1
17462,60.0,self-employed,married,,no,3105.0,,no,telephone,28,jul,178.0,4,-1.0,0,unknown,1
17463,52.0,services,single,secondary,no,21.0,yes,no,cellular,28,jul,147.0,15,-1.0,0,unknown,1
17464,47.0,blue-collar,married,secondary,no,912.0,,no,telephone,28,jul,118.0,9,,0,unknown,1
17465,43.0,retired,married,primary,no,400.0,,no,telephone,28,jul,282.0,3,-1.0,0,unknown,1
17466,30.0,management,,tertiary,no,199.0,,yes,cellular,28,jul,131.0,7,-1.0,0,unknown,1
17467,34.0,blue-collar,married,secondary,no,1682.0,yes,yes,cellular,28,jul,123.0,3,-1.0,0,unknown,1
17468,25.0,blue-collar,single,secondary,no,76.0,no,yes,cellular,28,jul,50.0,4,-1.0,0,unknown,1
17469,35.0,management,single,tertiary,no,303.0,yes,yes,cellular,28,jul,85.0,9,-1.0,0,unknown,1
17470,30.0,admin.,,tertiary,,2351.0,,yes,cellular,28,jul,91.0,13,-1.0,0,unknown,1
17471,31.0,blue-collar,married,primary,,,yes,no,cellular,28,jul,209.0,4,-1.0,0,unknown,1
17472,29.0,management,single,tertiary,no,1895.0,no,no,cellular,28,jul,97.0,6,,0,unknown,1
17473,27.0,,single,secondary,no,192.0,,no,telephone,28,jul,1076.0,17,-1.0,0,unknown,2
17474,47.0,admin.,single,secondary,no,303.0,yes,yes,cellular,28,jul,152.0,4,,0,unknown,1
17475,47.0,blue-collar,married,primary,no,0.0,yes,yes,telephone,28,jul,107.0,3,-1.0,0,unknown,1
17476,40.0,admin.,single,secondary,,419.0,no,yes,cellular,28,jul,100.0,16,-1.0,0,unknown,1
17477,35.0,technician,married,secondary,no,-499.0,yes,no,cellular,28,jul,488.0,4,-1.0,0,unknown,1
17478,50.0,admin.,married,secondary,no,298.0,no,yes,cellular,28,jul,174.0,6,-1.0,0,unknown,1
17479,44.0,blue-collar,,secondary,no,841.0,no,no,cellular,28,jul,504.0,4,-1.0,0,unknown,1
17480,49.0,services,married,primary,no,0.0,no,no,telephone,28,jul,127.0,7,-1.0,0,unknown,1
17481,32.0,blue-collar,single,primary,no,60.0,yes,no,cellular,28,jul,136.0,2,-1.0,0,unknown,1
17482,34.0,management,,tertiary,no,1725.0,,yes,cellular,28,jul,164.0,7,-1.0,0,unknown,1
17483,25.0,technician,single,secondary,no,218.0,yes,yes,cellular,28,jul,110.0,4,-1.0,0,unknown,1
17484,31.0,services,single,secondary,no,0.0,no,no,cellular,28,jul,,2,-1.0,0,unknown,1
17485,27.0,blue-collar,single,primary,no,1.0,yes,no,cellular,28,jul,120.0,6,-1.0,0,unknown,1
17486,56.0,management,divorced,,no,-59.0,no,yes,cellular,28,jul,127.0,6,-1.0,0,unknown,1
17487,44.0,admin.,married,secondary,no,251.0,no,yes,telephone,28,jul,122.0,3,-1.0,0,unknown,1
17488,30.0,blue-collar,single,secondary,no,567.0,yes,no,cellular,28,jul,317.0,5,-1.0,0,unknown,1
17489,46.0,admin.,married,secondary,no,-42.0,no,yes,telephone,28,jul,181.0,12,-1.0,0,unknown,1
17490,59.0,entrepreneur,divorced,secondary,no,0.0,no,yes,cellular,28,jul,206.0,10,-1.0,0,unknown,1
17491,45.0,entrepreneur,married,primary,no,488.0,yes,no,telephone,28,jul,90.0,11,-1.0,0,unknown,1
17492,50.0,technician,married,,no,349.0,yes,no,telephone,28,jul,27.0,17,-1.0,0,unknown,1
17493,41.0,technician,married,,no,640.0,no,no,cellular,28,jul,169.0,6,,0,unknown,1
17494,36.0,blue-collar,divorced,primary,no,715.0,no,yes,cellular,28,jul,128.0,4,-1.0,0,unknown,1
17495,43.0,blue-collar,married,secondary,no,536.0,no,no,telephone,28,jul,185.0,12,-1.0,0,unknown,1
17496,47.0,blue-collar,married,primary,no,292.0,no,yes,telephone,28,jul,210.0,3,,0,unknown,1
17497,51.0,,single,secondary,no,2130.0,yes,no,telephone,28,jul,126.0,8,-1.0,0,unknown,1
17498,,unemployed,married,secondary,no,1.0,,no,cellular,28,jul,173.0,8,-1.0,0,unknown,1
17499,44.0,blue-collar,married,secondary,no,337.0,yes,,telephone,28,jul,,3,-1.0,0,unknown,1
17500,27.0,management,single,secondary,no,0.0,yes,,cellular,28,jul,125.0,2,-1.0,0,unknown,1
17501,39.0,technician,single,tertiary,no,54.0,yes,,cellular,29,jul,99.0,12,-1.0,0,unknown,1
17502,41.0,admin.,married,secondary,no,-5.0,yes,no,cellular,29,jul,38.0,17,-1.0,0,unknown,1
17503,47.0,management,single,tertiary,no,216.0,yes,no,cellular,29,jul,193.0,10,-1.0,0,unknown,1
17504,31.0,self-employed,married,tertiary,no,3.0,yes,no,cellular,29,jul,215.0,4,-1.0,0,unknown,1
17505,34.0,blue-collar,married,secondary,no,156.0,yes,no,cellular,29,jul,,3,,0,unknown,1
17506,29.0,technician,single,,no,426.0,,no,telephone,29,jul,121.0,6,-1.0,0,unknown,1
17507,46.0,entrepreneur,married,secondary,no,0.0,yes,,cellular,29,jul,54.0,16,-1.0,0,unknown,1
17508,58.0,retired,married,secondary,no,3542.0,yes,no,telephone,29,jul,,17,-1.0,0,unknown,1
17509,37.0,services,married,secondary,,3.0,yes,no,cellular,29,jul,88.0,6,-1.0,0,unknown,1
17510,32.0,blue-collar,,primary,no,882.0,,yes,cellular,29,jul,80.0,8,-1.0,0,unknown,1
17511,31.0,technician,single,tertiary,,-749.0,yes,yes,cellular,29,jul,,4,-1.0,0,unknown,1
17512,36.0,management,single,tertiary,no,8.0,no,no,cellular,29,jul,858.0,7,,0,unknown,1
17513,57.0,services,married,primary,no,1700.0,yes,,cellular,29,jul,178.0,12,-1.0,0,unknown,1
17514,32.0,blue-collar,married,secondary,no,129.0,yes,no,cellular,29,jul,119.0,7,-1.0,0,unknown,1
17515,35.0,management,,tertiary,no,366.0,yes,no,telephone,29,jul,480.0,9,-1.0,0,unknown,1
17516,41.0,technician,married,tertiary,no,354.0,,no,cellular,29,jul,95.0,5,-1.0,0,unknown,1
17517,37.0,admin.,married,secondary,no,-325.0,,no,cellular,29,jul,179.0,7,-1.0,0,unknown,1
17518,60.0,,married,secondary,yes,879.0,yes,yes,cellular,29,jul,,8,,0,unknown,1
17519,41.0,services,married,primary,no,812.0,,,cellular,29,jul,117.0,3,-1.0,0,unknown,1
17520,30.0,admin.,,unknown,,4.0,yes,no,cellular,29,jul,176.0,21,-1.0,0,unknown,1
17521,56.0,,married,secondary,no,467.0,,yes,telephone,29,jul,,8,-1.0,0,unknown,1
17522,42.0,technician,divorced,secondary,no,-78.0,yes,yes,cellular,29,jul,10.0,23,-1.0,0,unknown,1
17523,26.0,blue-collar,single,primary,yes,344.0,no,yes,cellular,29,jul,62.0,4,-1.0,0,unknown,1
17524,56.0,retired,married,secondary,no,6114.0,no,no,telephone,29,jul,168.0,2,-1.0,0,unknown,1
17525,53.0,unemployed,married,primary,no,845.0,no,no,cellular,29,jul,123.0,2,-1.0,0,unknown,1
17526,56.0,retired,married,,no,21.0,,no,cellular,29,jul,324.0,7,-1.0,0,unknown,1
17527,49.0,services,married,,yes,-249.0,,no,cellular,29,jul,234.0,5,-1.0,0,unknown,1
17528,47.0,services,married,secondary,no,3333.0,yes,yes,cellular,29,jul,,2,-1.0,0,unknown,1
17529,36.0,admin.,married,secondary,no,-323.0,yes,no,cellular,29,jul,118.0,8,-1.0,0,unknown,1
17530,44.0,technician,married,tertiary,no,964.0,no,no,cellular,29,jul,158.0,2,-1.0,0,unknown,1
17531,45.0,services,married,unknown,no,9.0,,no,telephone,29,jul,186.0,2,-1.0,0,unknown,1
17532,30.0,technician,married,tertiary,no,1103.0,yes,,cellular,29,jul,148.0,15,-1.0,0,unknown,1
17533,48.0,blue-collar,married,secondary,no,0.0,no,no,cellular,29,jul,215.0,6,-1.0,0,unknown,1
17534,59.0,management,married,secondary,no,-1246.0,no,no,telephone,29,jul,175.0,2,-1.0,0,unknown,1
17535,33.0,technician,married,,no,-482.0,yes,no,cellular,29,jul,90.0,3,-1.0,0,unknown,1
17536,58.0,retired,divorced,tertiary,no,,yes,no,cellular,29,jul,194.0,2,-1.0,0,unknown,1
17537,,management,single,secondary,no,-513.0,no,yes,cellular,29,jul,95.0,8,-1.0,0,unknown,1
17538,55.0,services,married,secondary,no,408.0,,no,cellular,29,jul,314.0,2,,0,unknown,1
17539,,management,,,no,1525.0,,,cellular,29,jul,36.0,2,-1.0,0,unknown,1
17540,59.0,admin.,divorced,primary,no,0.0,,no,cellular,29,jul,604.0,3,-1.0,0,unknown,1
17541,40.0,management,married,tertiary,no,-495.0,no,yes,cellular,29,jul,303.0,2,-1.0,0,unknown,1
17542,46.0,unemployed,married,secondary,no,931.0,no,no,cellular,29,jul,,5,-1.0,0,unknown,1
17543,42.0,technician,married,secondary,no,-113.0,,yes,cellular,29,jul,32.0,5,,0,unknown,1
17544,44.0,management,single,,no,4.0,no,no,cellular,29,jul,163.0,3,-1.0,0,unknown,1
17545,,blue-collar,married,unknown,no,5624.0,,,cellular,29,jul,153.0,2,-1.0,0,unknown,1
17546,48.0,,divorced,tertiary,no,2263.0,no,no,cellular,29,jul,874.0,2,-1.0,0,unknown,2
17547,58.0,services,,secondary,no,0.0,no,no,telephone,29,jul,50.0,2,-1.0,0,unknown,1
17548,,unemployed,married,primary,no,,no,no,telephone,29,jul,44.0,2,-1.0,0,unknown,1
17549,28.0,management,single,secondary,no,1154.0,no,no,cellular,29,jul,71.0,3,-1.0,0,unknown,1
17550,36.0,blue-collar,married,secondary,no,1563.0,no,no,cellular,29,jul,449.0,2,-1.0,0,unknown,1
17551,59.0,entrepreneur,,secondary,no,,no,yes,cellular,29,jul,101.0,4,-1.0,0,unknown,1
17552,54.0,entrepreneur,married,tertiary,no,84.0,no,no,cellular,29,jul,,2,-1.0,0,unknown,1
17553,57.0,technician,married,secondary,no,0.0,no,no,cellular,29,jul,109.0,2,-1.0,0,unknown,1
17554,40.0,blue-collar,single,secondary,no,5483.0,no,no,cellular,29,jul,76.0,2,,0,unknown,1
17555,30.0,management,single,tertiary,no,62.0,yes,,cellular,29,jul,90.0,5,,0,unknown,1
17556,45.0,technician,married,,,49.0,no,,cellular,29,jul,65.0,2,-1.0,0,unknown,1
17557,42.0,blue-collar,,secondary,no,7547.0,,no,cellular,29,jul,,2,-1.0,0,unknown,1
17558,42.0,technician,divorced,tertiary,no,,yes,no,cellular,29,jul,375.0,2,-1.0,0,unknown,1
17559,58.0,management,married,tertiary,no,1517.0,,no,telephone,29,jul,7.0,5,-1.0,0,unknown,1
17560,47.0,housemaid,divorced,,no,61.0,no,no,cellular,29,jul,69.0,5,-1.0,0,unknown,1
17561,58.0,management,married,secondary,no,407.0,yes,no,cellular,29,jul,145.0,2,-1.0,0,unknown,1
17562,46.0,management,married,secondary,no,10.0,yes,no,cellular,29,jul,,7,-1.0,0,unknown,1
17563,48.0,technician,,unknown,no,5176.0,no,no,cellular,29,jul,162.0,2,-1.0,0,unknown,1
17564,42.0,services,married,unknown,,-416.0,no,yes,cellular,29,jul,147.0,5,,0,unknown,1
17565,49.0,self-employed,married,secondary,,357.0,no,no,cellular,29,jul,179.0,4,-1.0,0,unknown,1
17566,51.0,admin.,married,secondary,no,0.0,no,no,telephone,29,jul,,2,-1.0,0,unknown,1
17567,51.0,technician,married,secondary,no,,yes,no,cellular,29,jul,179.0,6,-1.0,0,unknown,1
17568,56.0,services,married,unknown,no,0.0,,,cellular,29,jul,83.0,2,,0,unknown,1
17569,47.0,entrepreneur,married,tertiary,no,459.0,yes,no,cellular,29,jul,189.0,4,-1.0,0,unknown,1
17570,57.0,admin.,divorced,,no,3100.0,no,yes,cellular,29,jul,165.0,2,-1.0,0,unknown,1
17571,51.0,blue-collar,,secondary,no,,no,no,cellular,29,jul,301.0,2,-1.0,0,unknown,1
17572,40.0,,married,secondary,yes,94.0,no,no,cellular,29,jul,117.0,2,-1.0,0,unknown,1
17573,41.0,blue-collar,married,secondary,no,1882.0,yes,yes,telephone,29,jul,165.0,2,-1.0,0,unknown,1
17574,,blue-collar,married,secondary,no,892.0,yes,no,cellular,29,jul,25.0,22,-1.0,0,unknown,1
17575,56.0,blue-collar,married,unknown,no,6710.0,no,no,cellular,29,jul,318.0,2,-1.0,0,unknown,1
17576,57.0,retired,married,primary,no,0.0,,yes,cellular,29,jul,112.0,3,-1.0,0,unknown,1
17577,51.0,management,,tertiary,no,,no,yes,cellular,29,jul,54.0,7,-1.0,0,unknown,1
17578,32.0,services,single,secondary,,91.0,no,no,cellular,29,jul,241.0,5,-1.0,0,unknown,1
17579,41.0,services,married,unknown,no,1538.0,no,no,cellular,29,jul,710.0,2,-1.0,0,unknown,2
17580,43.0,admin.,married,secondary,no,9173.0,no,no,cellular,29,jul,80.0,2,-1.0,0,unknown,1
17581,45.0,blue-collar,married,primary,no,193.0,,yes,cellular,29,jul,116.0,2,-1.0,0,unknown,1
17582,41.0,,single,tertiary,no,3947.0,no,no,telephone,29,jul,63.0,2,-1.0,0,unknown,1
17583,50.0,management,,tertiary,no,596.0,no,no,cellular,29,jul,106.0,2,-1.0,0,unknown,1
17584,44.0,technician,married,secondary,no,2575.0,,yes,cellular,29,jul,129.0,2,-1.0,0,unknown,1
17585,48.0,admin.,married,secondary,no,292.0,yes,yes,cellular,29,jul,164.0,6,-1.0,0,unknown,1
17586,36.0,management,single,tertiary,no,442.0,yes,yes,cellular,29,jul,102.0,3,-1.0,0,unknown,1
17587,50.0,unemployed,married,,no,1772.0,no,no,cellular,29,jul,206.0,4,-1.0,0,unknown,1
17588,51.0,,divorced,primary,no,5.0,no,no,cellular,29,jul,600.0,2,-1.0,0,unknown,2
17589,46.0,blue-collar,married,primary,no,564.0,yes,no,cellular,29,jul,124.0,2,-1.0,0,unknown,1
17590,59.0,management,divorced,tertiary,no,3390.0,no,no,cellular,29,jul,,2,-1.0,0,unknown,1
17591,,management,married,tertiary,,717.0,no,no,telephone,29,jul,139.0,2,-1.0,0,unknown,1
17592,56.0,technician,married,,no,1199.0,yes,yes,cellular,29,jul,336.0,2,-1.0,0,unknown,1
17593,51.0,entrepreneur,married,,no,209.0,no,no,cellular,29,jul,112.0,2,,0,unknown,1
17594,26.0,technician,single,secondary,no,84.0,yes,no,cellular,29,jul,70.0,3,-1.0,0,unknown,1
17595,34.0,services,married,secondary,no,0.0,,,cellular,29,jul,55.0,3,-1.0,0,unknown,1
17596,29.0,technician,single,tertiary,,7.0,yes,no,cellular,29,jul,70.0,5,-1.0,0,unknown,1
17597,47.0,services,single,secondary,no,917.0,no,,cellular,29,jul,293.0,2,-1.0,0,unknown,1
17598,49.0,,divorced,,,1697.0,no,yes,cellular,29,jul,184.0,4,-1.0,0,unknown,1
17599,,blue-collar,married,secondary,no,1149.0,,no,telephone,29,jul,237.0,2,-1.0,0,unknown,1
17600,54.0,management,divorced,tertiary,no,1692.0,yes,no,cellular,29,jul,299.0,5,-1.0,0,unknown,1
17601,42.0,admin.,single,secondary,no,150.0,no,,cellular,29,jul,135.0,2,-1.0,0,unknown,1
17602,55.0,,single,tertiary,no,797.0,no,no,cellular,29,jul,,2,-1.0,0,unknown,1
17603,39.0,management,single,tertiary,no,,no,no,telephone,29,jul,64.0,4,-1.0,0,unknown,1
17604,38.0,unemployed,married,tertiary,no,9881.0,no,no,cellular,29,jul,497.0,2,,0,unknown,1
17605,42.0,self-employed,,secondary,no,2130.0,yes,,cellular,29,jul,,2,-1.0,0,unknown,1
17606,51.0,admin.,divorced,secondary,no,,yes,no,cellular,29,jul,97.0,2,-1.0,0,unknown,1
17607,41.0,,married,secondary,no,978.0,no,no,cellular,29,jul,55.0,2,-1.0,0,unknown,1
17608,53.0,self-employed,married,tertiary,,4675.0,yes,no,cellular,29,jul,60.0,4,,0,unknown,1
17609,30.0,,single,tertiary,no,1161.0,,no,cellular,29,jul,109.0,3,-1.0,0,unknown,1
17610,44.0,blue-collar,divorced,secondary,no,,,no,cellular,29,jul,48.0,3,-1.0,0,unknown,1
17611,42.0,management,married,secondary,no,1018.0,no,no,cellular,29,jul,305.0,2,-1.0,0,unknown,1
17612,51.0,unemployed,married,primary,no,0.0,no,,cellular,29,jul,,2,-1.0,0,unknown,1
17613,59.0,,married,primary,no,309.0,,yes,cellular,29,jul,25.0,5,-1.0,0,unknown,1
17614,43.0,entrepreneur,married,tertiary,no,,no,,cellular,29,jul,646.0,2,,0,unknown,1
17615,,retired,married,tertiary,no,2512.0,no,no,cellular,29,jul,167.0,4,-1.0,0,unknown,1
17616,54.0,services,married,secondary,no,4353.0,,yes,cellular,29,jul,197.0,2,-1.0,0,unknown,1
17617,29.0,entrepreneur,,tertiary,no,402.0,yes,yes,cellular,29,jul,345.0,5,,0,unknown,1
17618,,unemployed,,secondary,no,329.0,yes,no,cellular,29,jul,69.0,2,-1.0,0,unknown,1
17619,58.0,blue-collar,married,primary,no,3.0,no,yes,telephone,29,jul,,16,-1.0,0,unknown,1
17620,54.0,blue-collar,married,primary,no,1390.0,no,no,telephone,29,jul,,2,-1.0,0,unknown,1
17621,42.0,admin.,single,,no,2534.0,no,,cellular,29,jul,105.0,2,,0,unknown,1
17622,,unknown,married,,no,2113.0,,no,cellular,29,jul,33.0,2,-1.0,0,unknown,1
17623,41.0,unemployed,married,secondary,no,510.0,no,no,cellular,29,jul,61.0,2,-1.0,0,unknown,1
17624,59.0,admin.,divorced,secondary,no,1525.0,no,no,telephone,29,jul,90.0,2,,0,unknown,1
17625,45.0,entrepreneur,married,tertiary,no,0.0,yes,,cellular,29,jul,,3,-1.0,0,unknown,1
17626,39.0,services,married,secondary,no,2381.0,yes,,cellular,29,jul,91.0,3,-1.0,0,unknown,1
17627,59.0,retired,married,,no,0.0,yes,,cellular,29,jul,,7,-1.0,0,unknown,1
17628,50.0,admin.,,secondary,,176.0,no,no,cellular,29,jul,155.0,2,-1.0,0,unknown,1
17629,45.0,unemployed,married,secondary,no,2468.0,yes,no,cellular,29,jul,,2,-1.0,0,unknown,1
17630,38.0,technician,single,secondary,no,1655.0,no,no,cellular,29,jul,392.0,2,-1.0,0,unknown,1
17631,42.0,technician,single,unknown,no,2193.0,no,no,cellular,29,jul,305.0,2,,0,unknown,1
17632,36.0,management,married,tertiary,no,,no,yes,cellular,29,jul,261.0,6,,0,unknown,1
17633,48.0,admin.,married,secondary,no,933.0,no,no,cellular,29,jul,446.0,2,-1.0,0,unknown,1
17634,57.0,services,married,primary,no,1896.0,no,no,cellular,29,jul,248.0,4,-1.0,0,unknown,1
17635,45.0,,divorced,tertiary,no,6269.0,yes,no,cellular,29,jul,20.0,2,-1.0,0,unknown,1
17636,38.0,technician,single,secondary,no,4366.0,yes,no,cellular,29,jul,188.0,2,,0,unknown,1
17637,,management,divorced,tertiary,no,,no,no,cellular,29,jul,103.0,2,,0,unknown,1
17638,26.0,blue-collar,single,secondary,no,-84.0,yes,yes,cellular,29,jul,63.0,5,-1.0,0,unknown,1
17639,32.0,services,married,secondary,no,2578.0,no,no,cellular,29,jul,86.0,3,-1.0,0,unknown,1
17640,33.0,technician,single,secondary,,338.0,yes,no,cellular,29,jul,,4,-1.0,0,unknown,1
17641,36.0,housemaid,married,primary,no,125.0,yes,no,cellular,29,jul,57.0,4,-1.0,0,unknown,1
17642,42.0,,single,tertiary,no,2625.0,,no,cellular,29,jul,2516.0,2,,0,unknown,2
17643,26.0,blue-collar,single,secondary,no,114.0,no,yes,cellular,29,jul,361.0,4,-1.0,0,unknown,1
17644,42.0,unemployed,,secondary,no,,yes,no,cellular,29,jul,247.0,3,-1.0,0,unknown,1
17645,47.0,blue-collar,married,secondary,no,310.0,yes,no,cellular,29,jul,145.0,3,-1.0,0,unknown,1
17646,32.0,technician,married,,no,342.0,,,cellular,29,jul,146.0,3,-1.0,0,unknown,1
17647,,blue-collar,married,secondary,no,659.0,yes,no,cellular,29,jul,64.0,3,-1.0,0,unknown,1
17648,49.0,admin.,divorced,secondary,no,63.0,no,,cellular,29,jul,435.0,2,-1.0,0,unknown,1
17649,56.0,blue-collar,divorced,secondary,no,934.0,no,no,cellular,29,jul,375.0,2,-1.0,0,unknown,1
17650,,entrepreneur,married,secondary,no,547.0,no,,cellular,29,jul,365.0,2,-1.0,0,unknown,1
17651,42.0,technician,single,secondary,no,275.0,no,no,cellular,29,jul,522.0,3,-1.0,0,unknown,1
17652,52.0,blue-collar,,primary,no,1331.0,yes,no,cellular,29,jul,213.0,2,,0,unknown,1
17653,55.0,services,married,secondary,no,529.0,yes,no,cellular,29,jul,137.0,2,-1.0,0,unknown,1
17654,46.0,self-employed,married,tertiary,no,1148.0,no,no,telephone,29,jul,,2,-1.0,0,unknown,1
17655,32.0,admin.,single,,no,138.0,no,,cellular,29,jul,57.0,4,-1.0,0,unknown,1
17656,39.0,services,married,,no,64.0,no,no,cellular,29,jul,100.0,3,-1.0,0,unknown,1
17657,46.0,technician,married,tertiary,no,529.0,,,cellular,29,jul,208.0,2,-1.0,0,unknown,1
17658,44.0,technician,married,,no,1226.0,yes,yes,cellular,29,jul,51.0,2,-1.0,0,unknown,1
17659,,blue-collar,divorced,secondary,no,150.0,,no,cellular,29,jul,735.0,4,-1.0,0,unknown,1
17660,55.0,self-employed,,secondary,no,0.0,no,no,cellular,29,jul,,2,-1.0,0,unknown,1
17661,52.0,technician,married,secondary,no,1818.0,no,,cellular,29,jul,46.0,4,-1.0,0,unknown,1
17662,58.0,technician,married,secondary,no,,,,telephone,29,jul,28.0,4,-1.0,0,unknown,1
17663,36.0,unemployed,married,secondary,no,,yes,no,cellular,29,jul,121.0,3,-1.0,0,unknown,1
17664,,admin.,married,secondary,no,-112.0,no,no,cellular,29,jul,,4,-1.0,0,unknown,1
17665,48.0,,single,primary,no,755.0,yes,no,cellular,29,jul,65.0,2,-1.0,0,unknown,1
17666,41.0,admin.,divorced,secondary,no,261.0,yes,no,cellular,29,jul,797.0,15,-1.0,0,unknown,1
17667,51.0,management,,,yes,0.0,no,yes,cellular,29,jul,204.0,6,-1.0,0,unknown,1
17668,47.0,technician,single,secondary,no,736.0,no,no,cellular,29,jul,212.0,2,-1.0,0,unknown,1
17669,51.0,services,divorced,secondary,no,974.0,yes,yes,cellular,29,jul,255.0,4,-1.0,0,unknown,1
17670,51.0,blue-collar,married,primary,no,620.0,,,cellular,29,jul,88.0,10,-1.0,0,unknown,1
17671,43.0,entrepreneur,married,tertiary,yes,0.0,no,,telephone,29,jul,184.0,4,-1.0,0,unknown,1
17672,45.0,management,married,primary,,2690.0,no,,telephone,29,jul,145.0,4,,0,unknown,1
17673,49.0,management,,secondary,,1601.0,no,no,cellular,29,jul,47.0,5,,0,unknown,1
17674,58.0,retired,married,primary,no,5506.0,no,no,telephone,29,jul,81.0,4,,0,unknown,1
17675,45.0,,married,primary,no,2239.0,no,no,telephone,29,jul,24.0,2,-1.0,0,unknown,1
17676,54.0,housemaid,married,primary,no,136.0,no,no,cellular,29,jul,92.0,2,-1.0,0,unknown,1
17677,52.0,admin.,married,secondary,no,5517.0,yes,yes,cellular,29,jul,163.0,2,-1.0,0,unknown,1
17678,39.0,admin.,married,secondary,no,394.0,no,no,cellular,29,jul,551.0,2,-1.0,0,unknown,1
17679,34.0,,single,secondary,no,,yes,no,cellular,29,jul,538.0,8,-1.0,0,unknown,1
17680,58.0,retired,divorced,secondary,no,19.0,no,no,cellular,29,jul,271.0,2,-1.0,0,unknown,1
17681,51.0,services,,secondary,no,513.0,yes,no,cellular,29,jul,,2,-1.0,0,unknown,1
17682,34.0,services,,,no,5934.0,,no,cellular,29,jul,82.0,7,-1.0,0,unknown,1
17683,34.0,management,single,,,5284.0,yes,no,cellular,29,jul,,5,-1.0,0,unknown,1
17684,38.0,admin.,,,no,,yes,no,cellular,29,jul,60.0,6,-1.0,0,unknown,1
17685,48.0,unemployed,married,primary,no,0.0,no,no,cellular,29,jul,,2,-1.0,0,unknown,1
17686,37.0,unemployed,,tertiary,no,1236.0,no,no,cellular,29,jul,,2,-1.0,0,unknown,1
17687,46.0,entrepreneur,married,,no,0.0,,no,cellular,29,jul,100.0,12,-1.0,0,unknown,1
17688,42.0,,divorced,primary,,1278.0,no,,cellular,29,jul,422.0,4,,0,unknown,1
17689,52.0,blue-collar,married,secondary,no,594.0,,no,telephone,29,jul,,2,-1.0,0,unknown,1
17690,,management,married,tertiary,no,0.0,no,,cellular,29,jul,129.0,6,,0,unknown,1
17691,34.0,,married,secondary,no,147.0,yes,,cellular,29,jul,,7,-1.0,0,unknown,1
17692,29.0,,single,tertiary,no,-689.0,yes,no,cellular,29,jul,,9,-1.0,0,unknown,1
17693,25.0,,single,unknown,no,342.0,no,no,cellular,29,jul,281.0,4,,0,unknown,1
17694,39.0,housemaid,married,secondary,no,,yes,no,cellular,29,jul,218.0,4,-1.0,0,unknown,1
17695,41.0,unemployed,married,secondary,no,274.0,yes,no,cellular,29,jul,207.0,4,-1.0,0,unknown,1
17696,48.0,management,married,primary,no,312.0,,no,cellular,29,jul,1186.0,4,-1.0,0,unknown,1
17697,,blue-collar,married,secondary,no,0.0,no,no,cellular,29,jul,454.0,6,-1.0,0,unknown,2
17698,49.0,self-employed,married,tertiary,no,7254.0,,no,cellular,29,jul,132.0,4,-1.0,0,unknown,1
17699,54.0,blue-collar,married,primary,no,244.0,yes,,cellular,29,jul,337.0,2,-1.0,0,unknown,1
17700,50.0,services,married,unknown,no,1688.0,no,no,telephone,29,jul,156.0,2,-1.0,0,unknown,1
